    1    0    1    3    3    3    4    2    3    3.58687E+040   -2.17871E-011
    2    0    3    4    0    1  101    2    1    2.78795E-041    2.17871E-011
    3    0    3    8    3    3    9    2    3    3.58467E+040   -3.93933E-011
    4    0    3    9    0    8  101    2    1    2.78965E-041    3.93933E-011
    5    0    3    9    3    3   10    2    3    3.58669E+040   -8.71859E-011
    6    0    3   10    0    9  101    2    1    2.78809E-041    8.71859E-011
    7    0    1    3    0    7  101    2    1    2.78799E-041    1.20867E-012
    8    0    1    7    0    2    3    2    2    2.77552E+004    5.96598E-012
    9    0    1    4    0    5  101    2    1    7.73495E-037    4.24688E-012
   10    0    1    5    0    2    4    2    2    1.00041E+000    2.92778E-012
   11    0    2    4    0    1    5    2    2    9.99591E-001   -2.92778E-012
   12    0    2    3    1    1    3    2    3    1.29230E+036   -7.17466E-012
   13    0    1    2    1    1    1    2    3    1.29230E+036   -7.17466E-012
   14    0    3    7    1    3    3    2    3    3.58682E+040   -1.20867E-012
   15    0    4    7    0    1    1    2    2    9.99985E-001    2.05784E-011
   16    0    4    7    0    3    5    2    2    2.77438E+004    3.03821E-012
   17    0    3    5    0    1    1    2    2    3.60435E-005    1.75402E-011
   18    0    5    7    0    1    2    2    2    1.00039E+000    2.35062E-011
   19    1    1    1    0    1    2    3    2    7.73811E-037    7.17466E-012
   20    1    1    2    0    2    2    3    2    7.73811E-037    7.17466E-012
   21    0    2    2    1    1    2    2    3    1.29230E+036   -7.17466E-012
   22    0    1    1    1    3    4    2    3    3.58687E+040   -2.17871E-011
   23    0    1    1    0    0    2    2    1    1.00000E+000    0.00000E+000
   24    0    2    9    1    4    8    2    3    1.29310E+036    1.04316E-011
   25    0    5    8    0    1   11    2    2    2.01900E+000   -1.34603E-012
   26    0    2    5    0    1    6    2    2    1.53938E+000    2.69052E-012
   27    0    6    7    0    2    2    2    2    6.49870E-001    2.08157E-011
   28    0    1    9    0    4    8    2    2    1.00061E+000    1.76062E-011
   29    0    7    9    0    1    8    2    2    1.00060E+000    3.81847E-011
   30    0    2    9    0    5    8    2    2    1.00020E+000    1.46785E-011
   31    0    1   11    0    5    8    2    2    4.95295E-001    1.34603E-012
   32    0    2   11    0    6    8    2    2    7.62445E-001    4.03655E-012
   33    0    5    7    0    3    6    2    2    4.27256E+004    8.65651E-012
   34    0    3    6    0    1    2    2    2    2.34144E-005    1.48497E-011
   35    0    3    6    1    1    1    2    3    3.02585E+031    7.67504E-012
   36    0    3   11    0    1    8    2    2    1.78522E-005    1.88863E-011
   37    0    2    8    1    1    8    2    3    1.29230E+036   -7.17466E-012
   38    0    1    7    1    1    3    2    3    3.58682E+040   -1.20867E-012
   39    0    5    7    1    1    1    2    3    1.29281E+036    1.63316E-011
   40    0    2    3    0    1    7    2    2    3.60293E-005   -5.96598E-012
   41    0    4    8    0    1    9    2    2    9.99388E-001   -1.76062E-011
   42    0    7    8    1    3    8    2    3    3.58682E+040   -1.20867E-012
   43    1    1    8    0    2    8    3    2    7.73811E-037    7.17466E-012
   44    0    1    5    0    6  101    2    1    1.19119E-036    9.86518E-012
   45    0    2    4    0    6  101    2    1    1.19070E-036    6.93740E-012
   46    0    4    8    0   11  101    2    1    1.56169E-036    2.90085E-012
   47    0    3   13    1    3   12    2    3    8.39754E+035   -7.23181E-012
   48    0    8   13    1    8   12    2    3    8.39754E+035   -7.23181E-012
   49    0    2   13    1    2   12    2    3    8.39754E+035   -7.23181E-012
   50    0    1   13    1    1   12    2    3    8.39754E+035   -7.23181E-012
   51    0    3   14    0   12  101    2    1    2.78909E-041    2.17930E-011
   52    0    4   12    0    1   14    2    2    9.99591E-001   -5.92812E-015
   53    0    1   14    0    4   12    2    2    1.00041E+000    5.92812E-015
   54    0    1   12    0   13  101    2    1    1.19083E-036    7.23181E-012
   55    0    2   12    0    1   13    2    2    1.53891E+000    5.71558E-014
   56    0    1   15    0    4   13    2    2    1.00055E+000    2.95775E-012
   57    0    2   14    0    4   13    2    2    1.53954E+000    6.30839E-014
   58    0    1   13    0    2   12    2    2    6.49811E-001   -5.71558E-014
   59    0    4   13    0    2   14    2    2    6.49545E-001   -6.30839E-014
   60    0    4   12    0   15  101    2    1    1.19018E-036    4.27406E-012
   61    0    1   14    0   15  101    2    1    1.19066E-036    4.27999E-012
   62    0    3   15    0    1   12    2    2    2.34247E-005    1.75130E-011
   63    0    3   12    0   16  101    2    1    2.78909E-041    1.20909E-012
   64    0   14   16    0   12   12    2    2    1.00000E+000    2.05839E-011
   65    0    4   16    0    1   12    2    2    9.99591E-001    2.05780E-011
   66    0    7   12    0    1   16    2    2    1.00039E+000    4.15135E-016
   67    0    1   16    0    7   12    2    2    9.99606E-001   -4.15135E-016
   68    0    1   16    0    3   13    2    2    4.26959E+004    6.02273E-012
   69    0    3   12    3    3   14    2    3    3.58540E+040   -2.17930E-011
   70    0    9   12    0    8   14    2    2    1.00020E+000    1.76003E-011
   71    0    8   14    0    9   12    2    2    9.99796E-001   -1.76003E-011
   72    0    5   12    0    1   15    2    2    1.53870E+000    2.71830E-014
   73    0   12   15    0   13   14    2    2    1.00014E+000    2.95182E-012
   74    0    1   15    0    5   12    2    2    6.49900E-001   -2.71830E-014
   75    0    3   13    0    1   16    2    2    2.34215E-005   -6.02273E-012
   76    0    3   13    0    7   12    2    2    2.34122E-005   -6.02314E-012
   77    0    4   16    0    3   15    2    2    4.26726E+004    3.06497E-012
   78    0    7   14    0    3   15    2    2    4.27069E+004    3.07132E-012
   79    0    3   16    3    3   12    2    3    3.58540E+040   -1.20909E-012
   80    0    1   16    1    3   12    2    3    3.58540E+040   -1.20909E-012
   81    0    8   16    3    8   12    2    3    3.58540E+040   -1.20909E-012
   82    0    7   14    0    1   12    2    2    1.00039E+000    2.05844E-011
   83    0    5   16    0    2   12    2    2    1.00000E+000    2.35058E-011
   84    0    5   16    1    1   12    2    3    1.29230E+036    1.63311E-011
   85    0    7   15    0    1   13    2    2    1.00053E+000    2.35362E-011
   86    0    7   15    1    1   12    2    3    8.40199E+035    1.63044E-011
   87    0   15   16    0   12   13    2    2    1.00014E+000    2.35358E-011
   88    0   15   16    1   12   12    2    3    8.39868E+035    1.63040E-011
   89    0    9   16    0    8   12    2    2    1.00020E+000    3.81842E-011
   90    0    5   12    0    2   14    2    2    1.00000E+000    2.92185E-012
   91    0    5   12    0    4   13    2    2    1.53954E+000    2.98494E-012
   92    0    1   15    0    2   14    2    2    6.49900E-001    2.89467E-012
   93    0    2   14    0    5   12    2    2    1.00000E+000   -2.92185E-012
   94    0    2   14    0    1   15    2    2    1.53870E+000   -2.89467E-012
   95    0    4   13    0    1   15    2    2    9.99454E-001   -2.95775E-012
   96    0    4   13    0    5   12    2    2    6.49545E-001   -2.98494E-012
   97    0   13   14    0   12   15    2    2    9.99863E-001   -2.95182E-012
   98    0    9   13    0    8   15    2    2    1.00007E+000    1.46485E-011
   99    0    9   13    4    8   12    2    3    8.40268E+035    1.03744E-011
  100    0    9   13    1    8   14    2    3    8.39925E+035    1.03685E-011
  101    0    1   19    0    2   17    2    2    3.99019E-001    1.61630E-012
  102    0    1   19    1    1   17    2    3    5.15654E+035   -5.55836E-012
  103    0    1   20    0    2   19    2    2    3.95431E-001    2.36361E-013
  104    0    1   21    0    2   20    2    2    3.92369E-001   -4.09589E-013
  105    0    1   22    0    2   21    2    2    3.89723E-001   -9.94663E-015
  106    0    1   32    0    2   30    2    2    3.87493E-001    1.05345E-013
  107    0    1   32    1    1   30    2    3    5.00759E+035   -7.06931E-012
  108    0    1   34    0    2   32    2    2    3.85452E-001   -9.96124E-013
  109    0    1   34    1    1   32    2    3    4.98122E+035   -8.17078E-012
  110    0    1   18    0   17   19    2    2    6.09984E-002   -4.43952E-012
  111    0    1   33    0   17   32    2    2    5.14220E-002   -1.07284E-011
