1.e0 2.e0 5.48e-4 1.e0 2.e0 3.e0 1.e0 4.e0 4.e0 4.e0
5.e0 2.e0 3.e0 2.e0 3.e0 2.e0 12.e0 24.e0 13.e0 14.e0
15.e0 16.e0 12.e0 24.e0 13.e0 14.e0 15.e0 16.e0 17.e0 16.e0
32.e0 17.e0 28.e0 18.e0 29.e0 33.e0 44.e0 30.e0 34.e0 16.e0
32.e0 17.e0 28.e0 18.e0 29.e0 33.e0 19.e0 30.e0 45.e0 31.e0
6.9e0 7.9e0 6.9e0 6.9e0 7.9e0 6.9e0 6.9e0 24.e0 24.e0
